xa1,xb1,y,Oct,Mar,May,Dec,Sep,Feb,Nov,Jul,Jun,Apr,Aug,Jan,Wed,Sun,Fri,Tue,Thu,Sat,Mon
0.8390685,1.515818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.6672296,1.593018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.2592038,0.6395765,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.2206316,0.8090084,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.5322544,0.2154213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1797752,0.2269813,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.5278926,-0.2481951,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.0129769,-0.4755573,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.2143681,-0.7162226,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06465652,-0.7122336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.0273553,-1.0187,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1393026,-0.9425762,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.2265242,-0.5388634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.2233267,-1.170284,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.06131891,-1.111666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.09556892,-0.8795264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.01452285,-1.060786,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1038612,-0.01322355,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.1891919,-0.9654181,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.06857836,-0.8347896,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.04409417,-0.9211869,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2033849,-0.8612642,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.03109238,-0.8615862,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.01796033,-0.7938869,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04756537,-0.7286267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.02638527,-1.216747,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.04262957,-1.054781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.1153025,-0.7365787,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.04111398,-0.4961012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1440003,-0.7068565,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.221571,-0.6844654,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.1066007,-0.6809437,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.02804103,0.0494782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3932554,-0.4105795,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.2247384,-0.01007592,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.040961,-0.5009384,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3944219,-0.826828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.03634798,-0.3475858,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.2678154,0.1596657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3996071,0.1168843,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.2287275,0.1597342,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.6741392,-0.1819963,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3353822,0.9774866,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4058436,1.741659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.01903254,3.253452,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.2171668,0.9942319,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.06164153,1.201041,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.5411587,1.077301,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.3730545,0.92377,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.6553925,0.5915496,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.596286,0.06331844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.5079371,-0.5277693,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.02950446,-0.2976788,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.378966,0.1917449,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.01492414,0.4728387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.4447395,-0.1643055,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.078532,-0.6602244,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.05125909,-0.5446379,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.2762103,0.09602799,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.531385,-0.4935387,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.2722702,-0.4371226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1822276,-0.2430852,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.2492563,-0.2965825,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.02047098,-0.6618962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1885001,0.1092653,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.05491462,-0.3712376,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2625626,-0.9166251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.01551619,-0.35468,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1861482,-1.04854,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.04830063,-1.042009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1359396,-0.749583,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.2025825,-1.084558,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.07696751,-0.5634113,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.1605037,-0.7955573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.03875823,-1.17615,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.008641485,-0.9710953,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.006962438,-1.060427,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1052618,-1.164256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.008674544,-1.307536,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.003645388,-1.315429,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.03152575,-1.088546,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.179796,-0.9206538,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.04236422,-1.03461,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1075327,-0.9664774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.09934115,-1.153225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1847721,-0.9300131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2907627,-0.04578647,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.002896161,-1.177397,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.168102,-1.017398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.2367568,-0.9545693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.03697613,-0.942072,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.1069351,-0.3600969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.397731,-0.1035866,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.171845,-0.6642532,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.02022959,0.1287786,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.315433,-0.7119129,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2519091,0.6299185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.09272557,0.5506866,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.6525429,-0.5353883,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.014856,-0.8609216,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.13437,-1.014493,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.02331733,-0.9106505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.1472568,-1.184016,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.01143513,-1.064469,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08419884,-1.036158,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.1558998,-1.037337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.05301576,-0.2598442,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3524666,0.02885488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3714288,-0.8674936,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.1338778,-0.4383011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.0530507,-1.159761,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.178618,-1.083229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.05586701,-0.6063983,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.1229564,-0.9633393,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1601349,-0.481658,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.2058936,-1.118131,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.1070055,-1.238132,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1746856,-1.244488,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.04378938,-0.7238347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2342167,-1.001582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.007379721,-0.9845368,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.07495516,-0.8082191,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.01425855,-0.829185,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.1613271,-0.6448083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.1922824,-0.9959667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.0005215006,-0.5851994,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.07783584,-0.786061,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.04734116,-0.5210684,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2558973,-0.801066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.1029596,-0.7655747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.03738623,-0.8396679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1119855,-0.5062278,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-0.2276877,-1.021167,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.1068437,-1.180713,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.01317785,-1.071225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.04407697,-0.8851762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.170146,-0.7014574,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2284759,-1.202638,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.07758661,-1.072211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.007636378,-1.077569,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04803983,-0.9177899,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06379097,-1.081392,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.18323,-1.049245,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.01476743,-0.9767959,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2158834,-1.126396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1441866,-1.120145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.09131385,-0.742704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2922759,-0.4336831,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.2017011,-1.088765,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1328024,-0.6280767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1260721,0.1598301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.2847151,-0.9719038,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.1491459,-1.052931,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.03978987,-0.772207,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3362629,-0.8168932,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.05978368,-0.680697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.02595468,-0.5041724,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2072562,-0.79257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2821548,-0.9237234,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.07394668,-0.6189778,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
-0.03833332,-0.6889053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.01331046,-0.5725788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1097769,-0.8111515,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.1658735,-0.111973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1159643,-0.588036,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.2652186,-0.7553521,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.07773455,-0.9513216,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
-0.06878909,-0.7879657,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.162156,-1.027237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1266996,-0.5212328,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.05659335,-0.5220276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3611387,0.1891139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2407311,-0.149506,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2739637,0.328311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.2923705,0.4065289,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.6947221,-0.5897626,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3702977,-0.4197606,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.1480155,-0.03411134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3608835,0.3574988,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.3867286,-0.902456,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.03464146,-0.8841074,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.1219831,-0.7413337,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.2321196,-0.5967375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.284563,-0.5707425,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.1750884,-0.01246028,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.06096279,-0.3213305,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.2314587,-0.5404584,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.168905,-0.2998439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.128939,0.2718127,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1203258,-0.3569862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2055847,0.4518632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.1689626,-0.5685144,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2491292,-0.6157233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3130419,0.1456281,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-0.08442421,0.160629,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.3663064,-0.5271334,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.01870426,-0.6068217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1560126,-0.9366564,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.008064686,-0.3943617,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.02400515,-0.8328232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.08655503,-0.7525169,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.04014096,0.3323521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4811273,0.3351283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.2260841,0.1034551,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.09457062,-0.6770958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.185732,-0.6113698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.01156376,-0.3591239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.002949438,-0.4005227,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.19577,-0.3449905,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.02850852,-0.5247532,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2076483,-0.2297753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.2123262,-0.8609915,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.04984177,-0.6412263,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.194833,-0.5858133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1828906,-0.6656276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.02633574,-0.3491329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3767686,-0.6998706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.07134158,0.3767683,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.4254609,-0.1427147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4520028,0.2869205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.03231926,0.297635,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2446612,1.528521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.7450073,0.7041474,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.1867244,-0.3337305,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.3652523,1.004513,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.3123792,-0.4498638,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.209452,0.5145663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1552281,0.8959813,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-0.7057902,-0.1479315,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.2650262,-1.123956,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03160001,-0.7491692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1083625,-0.4856908,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.132095,-0.9729508,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.03384072,-0.6134444,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.1905153,-0.5245065,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.37522,0.09043708,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.4364616,-0.565475,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1010588,-0.7209105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.03167588,-0.6400766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.01706047,-0.783112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2157194,-0.4832311,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.08743881,-0.8482516,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.004247628,-0.3241547,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.3116569,-0.783445,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1684726,-1.184441,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.00427545,-1.116514,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.007924596,-1.09526,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.180247,-1.341866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.08323959,-0.7905967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.188921,0.7371598,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2048231,-0.09264869,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-0.02901085,1.255401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.582304,-0.7318374,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.09691553,-0.6453839,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2187523,-0.4862486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.005981516,-0.3799528,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.100965,-0.1740485,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.3669029,-0.8539329,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.1104214,-1.00264,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.09500579,-0.2132807,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.3845859,-0.4982252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.1376613,-0.2776173,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.006015259,-0.366277,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
